model,precision,recall,threshold,average_precision
Bi-LSTM,0.07530864197530865,0.991869918699187,0.07470488548278809,0.42869403401119865
Bi-LSTM,0.0753551575046325,0.991869918699187,0.07475025206804276,0.42869403401119865
Bi-LSTM,0.0754017305315204,0.991869918699187,0.07480963319540024,0.42869403401119865
Bi-LSTM,0.07544836116264687,0.991869918699187,0.07485222816467285,0.42869403401119865
Bi-LSTM,0.07549504950495049,0.991869918699187,0.07488244026899338,0.42869403401119865
Bi-LSTM,0.07554179566563468,0.991869918699187,0.07496010512113571,0.42869403401119865
Bi-LSTM,0.07558859975216853,0.991869918699187,0.07551027834415436,0.42869403401119865
Bi-LSTM,0.07563546187228766,0.991869918699187,0.07559753954410553,0.42869403401119865
Bi-LSTM,0.07568238213399504,0.991869918699187,0.07560966163873672,0.42869403401119865
Bi-LSTM,0.07572936064556177,0.991869918699187,0.0756499245762825,0.42869403401119865
Bi-LSTM,0.07577639751552795,0.991869918699187,0.07583095878362656,0.42869403401119865
Bi-LSTM,0.07582349285270354,0.991869918699187,0.07599326968193054,0.42869403401119865
Bi-LSTM,0.07587064676616916,0.991869918699187,0.0766674280166626,0.42869403401119865
Bi-LSTM,0.07591785936527691,0.991869918699187,0.07672169059515,0.42869403401119865
Bi-LSTM,0.0759651307596513,0.991869918699187,0.07698536664247513,0.42869403401119865
Bi-LSTM,0.07601246105919003,0.991869918699187,0.07713359594345093,0.42869403401119865
Bi-LSTM,0.07605985037406483,0.991869918699187,0.07718860357999802,0.42869403401119865
Bi-LSTM,0.07610729881472239,0.991869918699187,0.07728572934865952,0.42869403401119865
Bi-LSTM,0.07615480649188515,0.991869918699187,0.07762178778648376,0.42869403401119865
Bi-LSTM,0.07620237351655215,0.991869918699187,0.07763585448265076,0.42869403401119865
Bi-LSTM,0.07625,0.991869918699187,0.07774186879396439,0.42869403401119865
Bi-LSTM,0.07629768605378362,0.991869918699187,0.07778511196374893,0.42869403401119865
Bi-LSTM,0.07634543178973717,0.991869918699187,0.0778464525938034,0.42869403401119865
Bi-LSTM,0.07639323731997495,0.991869918699187,0.07792603969573975,0.42869403401119865
Bi-LSTM,0.07644110275689223,0.991869918699187,0.07802997529506683,0.42869403401119865
Bi-LSTM,0.07648902821316614,0.991869918699187,0.078273244202137,0.42869403401119865
Bi-LSTM,0.07653701380175659,0.991869918699187,0.07842136919498444,0.42869403401119865
Bi-LSTM,0.07658505963590709,0.991869918699187,0.07878722250461578,0.42869403401119865
Bi-LSTM,0.07663316582914573,0.991869918699187,0.0789540708065033,0.42869403401119865
Bi-LSTM,0.07668133249528598,0.991869918699187,0.0792248472571373,0.42869403401119865
Bi-LSTM,0.07672955974842767,0.991869918699187,0.07943392544984818,0.42869403401119865
Bi-LSTM,0.07677784770295784,0.991869918699187,0.07949277013540268,0.42869403401119865
Bi-LSTM,0.07682619647355164,0.991869918699187,0.07968806475400925,0.42869403401119865
Bi-LSTM,0.07687460617517328,0.991869918699187,0.07975782454013824,0.42869403401119865
Bi-LSTM,0.07692307692307693,0.991869918699187,0.07991240918636322,0.42869403401119865
Bi-LSTM,0.07697160883280757,0.991869918699187,0.07996097207069397,0.42869403401119865
Bi-LSTM,0.07702020202020202,0.991869918699187,0.07996734976768494,0.42869403401119865
Bi-LSTM,0.07706885660138976,0.991869918699187,0.08000247925519943,0.42869403401119865
Bi-LSTM,0.07711757269279393,0.991869918699187,0.08007696270942688,0.42869403401119865
Bi-LSTM,0.07716635041113219,0.991869918699187,0.08035282045602798,0.42869403401119865
Bi-LSTM,0.07721518987341772,0.991869918699187,0.0806049257516861,0.42869403401119865
Bi-LSTM,0.07726409119696011,0.991869918699187,0.08061587810516357,0.42869403401119865
Bi-LSTM,0.07731305449936629,0.991869918699187,0.08075564354658127,0.42869403401119865
Bi-LSTM,0.07736207989854153,0.991869918699187,0.08095560222864151,0.42869403401119865
Bi-LSTM,0.07741116751269035,0.991869918699187,0.08107490092515945,0.42869403401119865
Bi-LSTM,0.07746031746031747,0.991869918699187,0.08123783022165298,0.42869403401119865
Bi-LSTM,0.07750952986022872,0.991869918699187,0.08134283125400543,0.42869403401119865
Bi-LSTM,0.0775588048315321,0.991869918699187,0.08134844154119492,0.42869403401119865
Bi-LSTM,0.07760814249363868,0.991869918699187,0.0814160630106926,0.42869403401119865
Bi-LSTM,0.07765754296626352,0.991869918699187,0.08143143355846405,0.42869403401119865
Bi-LSTM,0.07770700636942675,0.991869918699187,0.08143352717161179,0.42869403401119865
Bi-LSTM,0.07775653282345443,0.991869918699187,0.08156696707010269,0.42869403401119865
Bi-LSTM,0.0778061224489796,0.991869918699187,0.08203604072332382,0.42869403401119865
Bi-LSTM,0.0778557753669432,0.991869918699187,0.08204605430364609,0.42869403401119865
Bi-LSTM,0.07790549169859515,0.991869918699187,0.08206016570329666,0.42869403401119865
Bi-LSTM,0.07795527156549521,0.991869918699187,0.08207809925079346,0.42869403401119865
Bi-LSTM,0.07800511508951406,0.991869918699187,0.08211813122034073,0.42869403401119865
Bi-LSTM,0.0780550223928343,0.991869918699187,0.08221130073070526,0.42869403401119865
Bi-LSTM,0.07810499359795134,0.991869918699187,0.08221684396266937,0.42869403401119865
